locus,clump_id,es,p,fdr,gene_id,mutation_type,is_index,swissprot_id,swissprot_name
Acerv_scaffold_142-228921,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-229024,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-229029,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-229497,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-229942,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230151,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230343,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230347,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230487,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230785,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230790,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-230891,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-231083,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-231084,Acerv_scaffold_142:clump_1,-1.0833357479081385,0.0011544824547125,0.638259560221155,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-231316,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-231587,Acerv_scaffold_142:clump_1,-1.293177793974713,9.114706993421144e-4,0.5972190271560864,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-231635,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-232085,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-232170,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-232356,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-232807,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-232950,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-232973,Acerv_scaffold_142:clump_1,-1.293177793974713,9.114706993421144e-4,0.5972190271560864,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233003,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233122,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233266,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233298,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233353,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233460,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233543,Acerv_scaffold_142:clump_1,-1.299701080215021,0.00170810585376246,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-233623,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234046,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234096,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234103,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234314,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234559,Acerv_scaffold_142:clump_1,-0.9370223827497708,0.01666343775106244,0.9336578701333016,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234563,Acerv_scaffold_142:clump_1,-0.9091734890632934,0.01518904047930772,0.9101113178593724,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234759,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-234924,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235025,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235147,Acerv_scaffold_142:clump_1,-1.0833357479081385,0.0011544824547125,0.638259560221155,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235431,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235619,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235703,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235753,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235811,Acerv_scaffold_142:clump_1,-1.1685236892992443,9.840703664729126e-4,0.6097476298171064,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235833,Acerv_scaffold_142:clump_1,-1.216071911821517,0.00112842900200018,0.6338997733524244,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-235879,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-236645,Acerv_scaffold_142:clump_1,-1.2439208055079944,0.00143457371659023,0.6576838744288344,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-236651,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-236868,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237211,Acerv_scaffold_142:clump_1,-1.0833357479081385,0.0011544824547125,0.638259560221155,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237215,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237282,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237459,Acerv_scaffold_142:clump_1,-1.733042179244947,3.9644276870705746e-5,0.1926011304201727,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237540,Acerv_scaffold_142:clump_1,-1.879355544403316,2.796329203852993e-7,0.01403371344923385,Acer_00031554,Non-Coding,TRUE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237620,Acerv_scaffold_142:clump_1,-1.733042179244947,3.9644276870705746e-5,0.1926011304201727,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-237871,Acerv_scaffold_142:clump_1,-1.550819228266218,2.469274422558327e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-238509,Acerv_scaffold_142:clump_1,-1.733042179244947,3.9644276870705746e-5,0.1926011304201727,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-238522,Acerv_scaffold_142:clump_1,-1.733042179244947,3.9644276870705746e-5,0.1926011304201727,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-238775,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-238838,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-238921,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-238954,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-239318,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-239697,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Synonomous,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240044,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240098,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240099,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240512,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240659,Acerv_scaffold_142:clump_1,-1.613535961241259,5.598424359295207e-4,0.5314120603884507,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240812,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240826,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-240882,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-241052,Acerv_scaffold_142:clump_1,-1.0833357479081385,0.0011544824547125,0.638259560221155,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-241428,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-241483,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-241908,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-241911,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242325,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242326,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242412,Acerv_scaffold_142:clump_1,-1.1587328641168897,0.00178877464959384,0.6689715897474148,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242633,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242883,Acerv_scaffold_142:clump_1,-1.4656312868751125,6.808499708147497e-5,0.24767287691376577,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242891,Acerv_scaffold_142:clump_1,-0.9370223827497708,0.01666343775106244,0.9336578701333016,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-242893,Acerv_scaffold_142:clump_1,-0.9370223827497708,0.01666343775106244,0.9336578701333016,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-243379,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-243506,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-243767,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
Acerv_scaffold_142-244055,Acerv_scaffold_142:clump_1,-1.426143756486724,2.7251601686913347e-4,0.38500582880251694,Acer_00031554,Non-Coding,FALSE,sp|C0HL13|LRP2_PIG,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
